key,en,ar
SDN-942B82453041-658B19894577-X-367283,Shaqq al Jadīd,شقّ الجديد
SDN-942B2883900-658B84828509-X-376737,Dar Chemola,
SDN-942B97552203-658B51401791-X-379930,Aḩmad Badw,أحمد بدو
SDN-942B69992162-658B5492704-X-372079,Kowil an Na‘ām,كوول النعام
SDN-942B69992162-658B61272609-X-363914,Warrī,ورّي
SDN-942B97552203-658B36248286-X-364872,Umm Lebana,
SDN-942B53073919-658B95748812-X-378181,Tab Al Diyya,تب الديّ
SDN-942B6749338-658B87167729-X-381075,‘Abka West,عبك
SDN-942B53073919-658B47689734-X-7028856,Um Sela,Um Sela
SDN-942B82453041-658B19894577-X-363494,Zayd Da‘ash,زيد دعش
SDN-942B97861395-658B91404659-X-434460,Habila,هبل
SDN-942B53073919-658B51731802-X-378998,Al ‘Udayd,العديد
SDN-942B93854462-658B23094141-X-376526,Derjeil,
SDN-942B69992162-658B74043765-X-373544,Inderaba,
SDN-942B3923818-658B61371907-X-372757,Kaskeidi,
SDN-942B53073919-658B47689734-X-379556,Al Fashāshawyah,الفشاشوية
SDN-942B3923818-658B4724147-X-7746450,Fundu,فند
SDN-942B82453041-658B19894577-X-367272,Shaqq Ţayyib,شقّ طيّب
SDN-942B69992162-658B74043765-X-7028997,Musa,مس
SDN-942B3923818-658B23361016-X-374619,Gulli,غألّ
SDN-942B11858188-658B18597122-X-378481,Ar Rawāshidah,الرواشدة
SDN-942B3923818-658B75219108-X-366713,Sukabaranga,سكبرنغأ
SDN-942B51960613-658B51623620-X-6991661,Jaded Ath Thwra,Jaded Ath Thwra
SDN-942B97861395-658B26539632-X-371625,Lafofa,لفوف
SDN-942B80268870-658B14038138-X-376239,Dubaykir,دبيكر
SDN-942B3923818-658B75219108-X-8384741,Baril,برل
SDN-942B69992162-658B74043765-X-368465,Qamar Dauwa,قمر دأو
SDN-942B6749338-658B69605626-X-367919,Rūmī Qiblī,رومي قبلي
SDN-942B69992162-658B5492704-X-367542,Sawānī,سواني
SDN-942B93854462-658B64088994-X-373879,Heguga,
SDN-942B86275988-658B15145788-X-367775,Sakali,سكل
SDN-942B1690804-658B45814631-X-374862,Ghubayshah,غبيشة
SDN-942B51960613-658B21018606-X-374478,Ḩabīb Allāh,حبيب الله
SDN-942B51960613-658B15786683-X-7026310,Um Daleba,Um Daleba
SDN-942B1690804-658B38017091-X-375295,Furaywah,فريوة
SDN-942B1690804-658B26042026-X-365069,Umm Gullah Hajar,أمّ غألّة هجر
SDN-942B2883900-658B65143818-X-7029394,Shara Shara,شر شر
SDN-942B93854462-658B64088994-X-366573,Tabbi Nyebbei,
SDN-942B69992162-658B83593835-X-370225,Meikhaha,
SDN-942B2883900-658B65201614-X-7029399,‘Iref Ad Dīk,‘Iref Ad Dīk
SDN-942B90817386-658B6286402-X-7024511,Kambu al Rattaga,كمب الرتّغأ
SDN-942B80268870-658B44324333-X-444095,Umm Tamra,أمّ تمر
SDN-942B51960613-658B786718-X-365151,Um Dighina,أم دغن
SDN-942B11096066-658B55709038-X-6991601,Hillat al Bakrab,هلّة البكرب
SDN-942B69992162-658B37119158-X-365307,Umm Badr,أم بادر
SDN-942B97552203-658B38442198-X-379715,Al Amīn,
SDN-942B97552203-658B38442198-X-379715,Al Amīn,الأمين
SDN-942B93854462-658B84587935-X-377684,Bardani,برداني
SDN-942B93854462-658B86266976-X-372193,Konga,كونغأ
SDN-942B53073919-658B95748812-X-7029104,Wad Al Bilebli,Wad Al Bilebli
SDN-942B69992162-658B74043765-X-7028999,Jinjir,جنجر
SDN-942B69992162-658B75251993-X-365229,Umm Būshah,أمّ بوشة
SDN-942B93854462-658B84587935-X-8384888,Hagar Zaghawa,هغأر زغو
SDN-942B90817386-658B3360231-X-7024837,Qaryah Ithnān,قرية إثنان
SDN-942B1690804-658B45814631-X-369699,Munyiner,
SDN-942B69992162-658B74043765-X-380628,Abū Qurayn,أبو قرين
SDN-942B1690804-658B90950158-X-367078,Shibarni,شبرن
SDN-942B51960613-658B15786683-X-6983279,Al Ḩimedaniyya,Al Ḩimedaniyya
SDN-942B91082353-658B90307628-X-380171,Ad Danget,Ed Danget
SDN-942B93854462-658B84587935-X-376760,Daraba,درب
SDN-942B97861395-658B72272794-X-366269,Tajmala,تجمل
SDN-942B11858188-658B75044057-X-380342,Abū Zarad,أبو زرد
SDN-942B51960613-658B21018606-X-381160,‘Abd al Karīm,عبد الكريم
SDN-942B97861395-658B39263773-X-381006,Abū ‘Awjā’,أبو عوجاء
SDN-942B97552203-658B36248286-X-373702,Ḩumayr Koko,حمير كوكو
SDN-942B97552203-658B36248286-X-379736,Al Ait,الأت
SDN-942B80268870-658B49744868-X-368384,Qisar,قسر
SDN-942B11096066-658B38962047-X-365025,Umm Ḩarāz,أمّ حراز
SDN-942B2883900-658B27701575-X-364097,Wad Muhayrah,ود مهيرة
SDN-942B3923818-658B82603768-X-372808,Karkulli,كركلّ
SDN-942B3923818-658B20365797-X-7750197,Kudanga,كدنغأ
SDN-942B86275988-658B42232983-X-376879,Daffāq,دفّاق
SDN-942B97861395-658B73116180-X-7029675,Hillat Al Ginay,هلّة الغإني
SDN-942B82453041-658B54289450-X-374680,Gostoweir,
SDN-942B97552203-658B471537-X-364096,Wad Murdi,ود مرد
SDN-942B91082353-658B94436265-X-7002185,Gebanit,Gebanit
SDN-942B53073919-658B31729364-X-367147,Al Kireida,شيخ عمر كريدة
SDN-942B80268870-658B49244776-X-380952,Abū Dīs,أبو ديس
SDN-942B80268870-658B14038138-X-378313,As Salīm,السليم
SDN-942B97861395-658B72272794-X-6977005,Orshard,ورشرد
SDN-942B97861395-658B72272794-X-6977005,Orshard,ورشرد
SDN-942B1690804-658B73360873-X-364960,Umm ‘Ishrīn,أمّ عشرين
SDN-942B53073919-658B21898088-X-7026025,Ad Dam,الدم
SDN-942B69992162-658B74043765-X-7028984,Im Dam,إم دم
SDN-942B97861395-658B29973886-X-370379,Mashīshah,مشيشة
SDN-942B97861395-658B91404659-X-6979628,Artali,أرتل
SDN-942B3923818-658B4724147-X-371556,Langya,لنغي
SDN-942B51960613-658B15336674-X-364249,Wad an Naw’,ود النوء
SDN-942B80268870-658B42379236-X-376774,Dangeil,
SDN-942B82453041-658B45854223-X-373125,Kafran Kaula,كفرن كأل
SDN-942B97861395-658B39263773-X-379308,Al Jummayzah,الجمّيزة
SDN-942B80268870-658B60481889-X-7023147,El Maya,El Maya
SDN-942B51960613-658B22792001-X-365343,Umm ‘Asalah,أمّ عسلة
SDN-942B53073919-658B44321525-X-6854150,Zakariyya,زكريّ
SDN-942B53073919-658B31729364-X-365350,Umm Arda,أمّ أرد
SDN-942B3923818-658B61371907-X-376085,Durmei,
SDN-942B97861395-658B5321418-X-7001977,Hillat Ṣabūrī,Hillat Ṣabūrī
SDN-942B11858188-658B25244734-X-379553,Al Fāw,الفاو
SDN-942B69992162-658B5492704-X-368422,Qawz Bishārah,قوز بشارة
SDN-942B11858188-658B54409955-X-364031,Wad Yūsuf,ود يوسف
SDN-942B53073919-658B31729364-X-364086,Wad Nuwur,ود نور
SDN-942B51960613-658B51623620-X-7026131,Wad Al Majdi,ود المجد
SDN-942B3923818-658B82603768-X-8384720,Kussankira,كسّنكر
SDN-942B69992162-658B83593835-X-376213,Dugaga,دغأغأ
SDN-942B97861395-658B39263773-X-379213,Al Kūr,الكور
SDN-942B53073919-658B95748812-X-371818,Kurnuk,كرنك
SDN-942B51960613-658B786718-X-6983277,Khimera,Khimera
SDN-942B1690804-658B59643855-X-7750325,Turgu,
SDN-942B1690804-658B59643855-X-7750325,Turgu,ترغأ
SDN-942B89754425-658B29346926-X-6971667,Dērudēb,Dērudēb
SDN-942B3923818-658B10289929-X-375128,Gara,غأر
SDN-942B51960613-658B15786683-X-379850,Akara,أكر
SDN-942B93854462-658B67199928-X-8385600,El Faiqa,
SDN-942B11096066-658B55709038-X-6992141,Farig Ahmed Wad Soleiman,Farig Ahmed Wad Soleiman
SDN-942B53073919-658B41183340-X-381166,‘Abd al Ghaffār,عبد الغفّار
SDN-942B11096066-658B38962047-X-379935,Aḩmad Abū Jayrah,أحمد أبو جيرة
SDN-942B97552203-658B38442198-X-364696,Umm Sagaaun,أمّ سغأّن
SDN-942B97861395-658B53081734-X-379549,Al Fayḑ,الفيض
SDN-942B53073919-658B21898088-X-378373,Ash Shaykh al Hasin,الشيخ الهسن
SDN-942B69992162-658B83593835-X-372502,Khawr Gadein,Khor Gadein
SDN-942B53073919-658B31729364-X-7018789,Al Quwēz,Al Quwēz
SDN-942B90817386-658B3360231-X-7024819,Qaryah Ahada ‘Ashar,قرية أهد عشر
SDN-942B86275988-658B76353347-X-373031,Kalamboa,كلمبو
SDN-942B80268870-658B14038138-X-444057,Hillat el Qilea,Hillat el Qilea
SDN-942B69992162-658B39799222-X-372453,Khummī,خمّي
SDN-942B69992162-658B39799222-X-372453,Khummī,خمّي
SDN-942B69992162-658B75251993-X-373941,Hauli,هأل
SDN-942B86275988-658B16334046-X-378937,Amaki Sara,أمك سر
SDN-942B53073919-658B51731802-X-7026040,Ţileḩa,Ţileḩa
SDN-942B97861395-658B39263773-X-379548,Al Fayḑ,الفيض
SDN-942B86275988-658B39523457-X-369648,Murr,مرّ
SDN-942B6749338-658B87167729-X-379844,‘Akāshah,عكاشة
SDN-942B3923818-658B61371907-X-374801,Ginyo,غإنيو
SDN-942B91082353-658B282942-X-377122,Buniyu,بني
SDN-942B93854462-658B86266976-X-375116,Gararang,
SDN-942B80268870-658B42379236-X-444105,Emiherif,Emiherif
SDN-942B80268870-658B42379236-X-444115,Dar Mali,در مل
SDN-942B69992162-658B61272609-X-365024,Umm Ḩarāzāt,أمّ حرازات
SDN-942B1690804-658B90950158-X-372552,Khamīs,خميس
SDN-942B69992162-658B74043765-X-7029072,Wad Shiletīt,Wad Shiletīt
SDN-942B3923818-658B23361016-X-370046,Mingyeir,
SDN-942B3923818-658B75219108-X-8384693,Deringil,
SDN-942B53073919-658B51731802-X-380862,Abū Ḩalāqīm,أبو حلاقيم
SDN-942B86275988-658B98788246-X-8385167,Ferkany,
SDN-942B53073919-658B4455443-X-6854049,Al Barta,البرت
SDN-942B80268870-658B49744868-X-443889,Umm Shql,أمّ شقل
SDN-942B53073919-658B4455443-X-370510,Marabba,مربّ
SDN-942B86275988-658B3195466-X-374075,Ḩarāzah,حرازة
SDN-942B53073919-658B47689734-X-7028937,Gharrabat,غرّبت
SDN-942B53073919-658B47689734-X-7028913,Ashshekh at Tijani,Ashshekh at Tijani
SDN-942B82453041-658B59248673-X-378972,Al ‘Urayqāt,العريقات
SDN-942B91082353-658B69021719-X-366074,Thurayyā,ثريّا
SDN-942B97861395-658B73116180-X-7031428,Al Murra,المرّ
SDN-942B51960613-658B77015060-X-378172,At Tawm,التوم
SDN-942B86275988-658B98788246-X-367518,Saysabān,سيسبان
SDN-942B3923818-658B10289929-X-377151,Buldanga,بلدنغأ
SDN-942B1690804-658B28872194-X-378913,‘Amar Jadīd,عمر جديد
SDN-942B1690804-658B38017091-X-372484,Khazamah,خزمة
SDN-942B53073919-658B44321525-X-7504253,Muna,من
SDN-942B1690804-658B49492240-X-373200,Kabga,
SDN-942B93854462-658B86266976-X-364013,Wailu,
SDN-942B80268870-658B30942172-X-373197,Kabna,كبن
SDN-942B1690804-658B72074541-X-377403,Bilālah,بلالة
SDN-942B51960613-658B786718-X-368412,Al Qiwez,Al Qiwez;Qoz Muheina
SDN-942B51960613-658B15786683-X-7026242,Wad As Sayyid,ود السيّد
SDN-942B51960613-658B15336674-X-367959,Rujaymah,رجيمة
SDN-942B97861395-658B53081734-X-373623,‘Idd el Halluf,عدّ الحلّوف
SDN-942B88867350-658B88867350-X-364770,Umm Qurein,أمّ قرين
SDN-942B86275988-658B76353347-X-376139,Duma,
SDN-942B97861395-658B72272794-X-365749,Torai,تورإ
SDN-942B1690804-658B72074541-X-371745,Kutum,كتم
SDN-942B3923818-658B4724147-X-7746431,Gudai,غأدإ
SDN-942B51960613-658B15786683-X-6983281,Al Jimeliyya,Al Jimeliyya
SDN-942B3923818-658B75219108-X-376144,Dulmoinya,
SDN-942B93854462-658B34022269-X-374335,Hagar Beida,حجر بيضاء
SDN-942B53073919-658B95748812-X-7029063,Bebnīs,Bebnīs
SDN-942B53073919-658B31729364-X-379278,Al Karānik,الكرانك
SDN-942B51960613-658B51623620-X-366508,Taiyiba,تإيب
SDN-942B86275988-658B29195193-X-8047369,Turab Mafi,ترب مف
SDN-942B11096066-658B55709038-X-6992241,Hillat Abrag,هلّة أبرغ
SDN-942B51960613-658B51623620-X-374280,Halaqi,الحلقي
SDN-942B53073919-658B95748812-X-7028880,Buţen,Buţen
SDN-942B80268870-658B14038138-X-7015033,Umm Jimera,Umm Jimera
SDN-942B51960613-658B15786683-X-364588,Hillat Umm Sidir Assondonab,حلة ام سدرة
SDN-942B91082353-658B90307628-X-367168,Shaykh at Tawm,شيخ التوم
SDN-942B93854462-658B34022269-X-8389636,Abu Sury,
SDN-942B51960613-658B51623620-X-365478,Udeid el Bashaqra,
SDN-942B51960613-658B59992430-X-7026162,Wad Al Kamil,ود الكمل
SDN-942B2883900-658B65201614-X-380170,Ad Daqqāqah,الدقّاقة
SDN-942B53073919-658B21898088-X-364090,Wad Nimir,ود نمر
SDN-942B90817386-658B17354406-X-373562,Ilabīlli,إلبيلّ
SDN-942B97861395-658B26539632-X-379277,El Karkarai,الكركرإ
SDN-942B3923818-658B61371907-X-7754695,Son er Rei,
SDN-942B3923818-658B82603768-X-376805,Dambarang,دمبرنغ
SDN-942B69992162-658B61272609-X-378520,Arit,أرت
SDN-942B2883900-658B61672055-X-7029378,Misher‘āt Gharib,Misher‘āt Gharib
SDN-942B51960613-658B15336674-X-7026389,Ab Qumri,أب قمر
SDN-942B69992162-658B61272609-X-365095,Umm Gawawa,أمّ غأوو
SDN-942B93854462-658B67199928-X-376963,Chero Kasi,
SDN-942B51960613-658B59992430-X-363426,Zurga,زرغأ
SDN-942B51960613-658B59992430-X-363426,Zurga,زرغأ
SDN-942B97861395-658B15644153-X-7029439,Al Moreb West,Al Moreb West
SDN-942B86275988-658B15910067-X-376667,Dawrah,دورة
SDN-942B97861395-658B5321418-X-7002015,Attōmāt,Attōmāt
SDN-942B51960613-658B15786683-X-366835,Sirḩān,سرحان
SDN-942B80268870-658B30942172-X-376869,Daghfalī,دغفلي
SDN-942B80268870-658B49744868-X-443898,Ed Dwemat,Ed Dwemat
SDN-942B80268870-658B14038138-X-444082,Hillat Alnitela,Hillat Alnitela
SDN-942B11096066-658B55709038-X-380163,Ad Doma,الدوم
SDN-942B93854462-658B79993469-X-8390132,Kussa Karro,
SDN-942B51960613-658B59992430-X-379533,Al Fūlah,الفولة
SDN-942B6749338-658B55920549-X-377639,Barqa,برق
SDN-942B69992162-658B37698204-X-364661,Umm Sayyālah,أمّ سيّالة
SDN-942B80268870-658B60481889-X-373696,Humeirab,
SDN-942B6749338-658B86158910-X-378543,Argo,ارقو
SDN-942B1690804-658B59643855-X-378116,Auro,أرو
SDN-942B97861395-658B29973886-X-377604,Bashāmah,بشامة
SDN-942B11096066-658B87154290-X-6992649,Hillat Ab Qafala,هلّة أب قفل
SDN-942B80268870-658B60481889-X-444045,El ‘Azozab,El ‘Azozab
SDN-942B11858188-658B18597122-X-378020,‘Azāzah,عزازة
SDN-942B2883900-658B65143818-X-374242,Ḩamadnā Allāh,حمدنا الله
SDN-942B3923818-658B75219108-X-8390183,Botai,
SDN-942B11096066-658B61474799-X-379453,Al Hakamab West,الهكمب ود
SDN-942B80268870-658B60481889-X-444048,El Manaser,El Manaser
SDN-942B80268870-658B49744868-X-443887,Es Salama,Es Salama
SDN-942B6749338-658B87167729-X-378897,Ambikol West,أمبكول
SDN-942B80268870-658B49244776-X-378136,At Tur‘ah,الترعة
SDN-942B1690804-658B26042026-X-376736,Dardaqa,دردق
SDN-942B90817386-658B40295097-X-380178,Ad Dahhab,الدهّب
SDN-942B11858188-658B18841904-X-379120,Al Matnah,المتنة
SDN-942B69992162-658B37119158-X-364614,Umm Sherro,
SDN-942B53073919-658B31729364-X-363419,Zurzūr,زرزور
SDN-942B97861395-658B99970676-X-368194,Raml,رمل
SDN-942B93854462-658B64088994-X-380682,Abu Mina,أب من
SDN-942B93854462-658B67199928-X-365433,Ulang,
SDN-942B3923818-658B10289929-X-374785,Giri,غإر
SDN-942B86275988-658B29195193-X-8047343,Hamra,همر
SDN-942B3923818-658B61371907-X-8390215,Twaru,
SDN-942B97552203-658B38442198-X-364912,Umm Khashmayn,أمّ خشمين
SDN-942B97861395-658B73116180-X-7029654,Kinana,كنن
SDN-942B1690804-658B84287182-X-7751861,Dadi,
SDN-942B1690804-658B84287182-X-7751861,Dadi,دد
SDN-942B53073919-658B51731802-X-367377,Shafi‘ ‘Abd Allāh,شفع عبد الله
SDN-942B6749338-658B87589856-X-373856,Hetani,تن
SDN-942B11096066-658B86367930-X-379331,Ej Jayli,الجيلي
SDN-942B90817386-658B3360231-X-7024419,Hillat Al Sifayah,هلّة السفية
SDN-942B91082353-658B90307628-X-377596,Bashīr,بشير
SDN-942B51960613-658B59992430-X-364391,Usayd,أسيد
SDN-942B53073919-658B51731802-X-368286,Quţaynah,قطينة
SDN-942B97861395-658B53081734-X-364044,Wad Tauli,ود تأل
SDN-942B53073919-658B44321525-X-366738,Şufayyah,صفيّة
SDN-942B97552203-658B51401791-X-379105,Al Miallug,المألّغ
SDN-942B89754425-658B69934170-X-377361,Bi’r al Ḩaşá,بئر الحصى
SDN-942B97861395-658B48438192-X-367745,Salāmāt,سلامات
SDN-942B51960613-658B22792001-X-6983248,Ash Shiker,Ash Shiker
SDN-942B80268870-658B14038138-X-373266,Jummayzah,جمّيزة
SDN-942B69992162-658B75251993-X-366182,Tendar,
SDN-942B51960613-658B22792001-X-6983273,Aş Şinet Ash Shiqelab,Aş Şinet Ash Shiqelab
SDN-942B97861395-658B39263773-X-366238,Teishan,
SDN-942B69992162-658B61272609-X-376792,Damūkīyah,دموكيّة
SDN-942B3923818-658B75219108-X-8384691,Gulda,غألد
SDN-942B97552203-658B65520291-X-366310,Ţayyibah,طيّبة
SDN-942B53073919-658B95748812-X-7028879,Um Jirew,Um Jirew
SDN-942B82453041-658B54289450-X-376683,Dauro,دأرو
SDN-942B11096066-658B61474799-X-385072,Hillat el Wadi el Labyad,حلّة الوادي الأبيض
SDN-942B86275988-658B3195466-X-378611,‘Aradeiba Anjah,`Aradeiba Anjah
SDN-942B97552203-658B38442198-X-378522,‘Arīs,عريس
SDN-942B53073919-658B4455443-X-7504256,Al Hijelīja,Al Hijelīja
SDN-942B51960613-658B51623620-X-364026,Waghara,وغر
SDN-942B69992162-658B74043765-X-7029002,Birkiyya,بركيّ
SDN-942B51960613-658B59992430-X-374304,Al Hijelij,حجليج
SDN-942B53073919-658B95748812-X-7029250,Wad Baraka,ود برك
SDN-942B97861395-658B65612712-X-378773,Angerri,
SDN-942B93854462-658B86266976-X-371371,Liria,
SDN-942B1690804-658B38017091-X-376725,Dār Ḩammād,دار حمّاد
SDN-942B11096066-658B16705481-X-6991873,Hillat esh Sheikh Mohamad Ali,Hillat esh Sheikh Mohamad Ali
SDN-942B3923818-658B82603768-X-8384746,Killung,كلّنغ
SDN-942B80268870-658B60481889-X-7023381,Hillat Qoz el Foqra,Hillat Qoz el Foqra
SDN-942B3923818-658B75219108-X-8390865,Sorr,
SDN-942B97861395-658B26539632-X-379564,Fallata,الفلّاتة
SDN-942B82453041-658B49381066-X-8047380,Hamra,همر
SDN-942B89754425-658B55155001-X-6983511,Hillat Dirheb al Kasta,Hillat Dirheb al Kasta
SDN-942B97552203-658B56170266-X-365335,Ummāt ‘Arīfah,أمّات عريفة
SDN-942B97861395-658B91404659-X-6979544,Kandi,كند
SDN-942B53073919-658B4455443-X-376105,Dugul,دغأل
SDN-942B51960613-658B15336674-X-379382,Al Ḩusayn,الحسين
SDN-942B93854462-658B79993469-X-8390028,Baro,
SDN-942B69992162-658B74043765-X-7029087,Ab Jireqimma,Ab Jireqimma
SDN-942B80268870-658B60481889-X-378395,Esh Shayqya,الشائقيّة
SDN-942B97552203-658B36248286-X-364612,Umm Shiba,أمّ شب
SDN-942B80268870-658B49744868-X-369604,Esh Shaqalo,مسيب
SDN-942B51960613-658B786718-X-369613,Mūsá Idrīs,موسى إدريس
SDN-942B69992162-658B37698204-X-379116,Al Mazrūb,المزروب
SDN-942B80268870-658B60481889-X-379297,Hillat el Giwer,الجوير
SDN-942B97552203-658B471537-X-373749,Ḩujayr,حجير
SDN-942B1690804-658B38017091-X-377343,Birish Malyan,برش ملين
SDN-942B11858188-658B18597122-X-372872,Karādīs,كراديس
SDN-942B69992162-658B39799222-X-365278,Umm Bawl,أمّ بول
SDN-942B69992162-658B74043765-X-364645,Umm Sere‘ia,Umm Sere`ia
SDN-942B97861395-658B15644153-X-373547,Indasseina,Undesseina
SDN-942B69992162-658B37698204-X-373697,Ḩumayyir Kurkāb,حميّر كركاب
SDN-942B90817386-658B3360231-X-369634,Qaryah ‘Asharah,قرية عشرة
SDN-942B69992162-658B61272609-X-378314,As Salamat,السلمت
SDN-942B86275988-658B34506299-X-7036938,Feina,
SDN-942B53073919-658B47689734-X-380788,Abū Ḩumayrah,أبو حميرة
SDN-942B80268870-658B30942172-X-378254,As Suweigat,Es Suweigat
SDN-942B93854462-658B34022269-X-372902,Kanjeika,
SDN-942B93854462-658B64088994-X-363899,Wastani,وسطاني
SDN-942B51960613-658B22792001-X-371492,Al Lighera,Al Lighera
SDN-942B53073919-658B31729364-X-365224,Umm Buwayrah,أمّ بويرة
SDN-942B80268870-658B49244776-X-379227,Al Kū‘,الكوع
SDN-942B82453041-658B70441121-X-371005,Ma‘aliya Dardok,معلي دردوك
SDN-942B51960613-658B59992430-X-378100,Awaida,أوإد
SDN-942B1690804-658B90950158-X-374346,Ḩajar,حجر
SDN-942B91082353-658B75701613-X-7029735,Rūru,رور
SDN-942B51960613-658B15336674-X-377463,Beriab al Ḩujayr,Beriab al Hujayr;Beriab el Hugeir
SDN-942B69992162-658B37698204-X-365686,Tuffalung,تفّلنغ
SDN-942B11096066-658B55709038-X-364201,Wad Barona,ود برون
SDN-942B89754425-658B55155001-X-6983514,Hillat Dirheb al Tihtani,Hillat Dirheb al Tihtani
SDN-942B86275988-658B26102505-X-365618,Tumko,تمكو
SDN-942B6749338-658B2878490-X-367804,Sahaba,الصحابه
SDN-942B69992162-658B61272609-X-380015,Ageig,
SDN-942B97552203-658B7044114-X-364467,Umm Zimām,أمّ زمام
SDN-942B51960613-658B22792001-X-6983257,Al Qawa,القو
SDN-942B80268870-658B30942172-X-367303,Shankuk,شنكك
